4	0.0
5	15.950920245398773
6	39.75095785440613
7	18.237082066869302
8	24.63295269168026
9	22.34794908062235
10	22.74436090225564
11	23.512747875354105
12	20.045558086560362
13	19.390581717451525
14	18.48642403235124
15	17.656169334021683
16	16.11047180667434
17	15.422077922077923
18	14.293166405842461
19	14.409881061299176
20	13.345117101193107
21	12.81940233867475
22	11.751662971175167
23	11.975806451612902
24	11.379310344827587
25	10.975609756097562
26	10.209102091020911
27	10.072727272727272
28	9.633197480548352
29	8.669783255418615
30	9.152313407632557
31	9.115853658536585
32	8.3424011606819
33	8.702064896755163
34	7.921486154924641
35	8.084004602991946
36	6.916221033868093
37	7.224210868857793
38	7.015873015873016
39	6.826137689614936
40	6.766467065868263
41	6.578171091445428
42	5.864509605662286
43	6.027060270602706
44	5.8626974483596594
45	6.058158319870759
46	5.6951423785594635
47	5.8621600211249
48	5.19840049215626
49	5.12521840419336
50	5.509181969949917
