4	0.0
5	15.584415584415584
6	34.16216216216216
7	18.64951768488746
8	23.404255319148938
9	22.902796271637815
10	24.94279176201373
11	23.26071679550246
12	20.90715804394047
13	18.85369532428356
14	17.96116504854369
15	17.044100119189512
16	16.61409043112513
17	15.220949263502456
18	14.931906614785992
19	13.252346769740475
20	13.502492070684186
21	13.045337895637296
22	12.726600073991861
23	10.953545232273838
24	11.299435028248588
25	10.967741935483872
26	10.639909125331313
27	9.984984984984985
28	9.128803668195081
29	8.77568493150685
30	9.555984555984557
31	8.932753429240549
32	8.546455163483328
33	8.50105136677681
34	7.6923076923076925
35	7.425742574257425
36	7.35440931780366
37	7.341694707861731
38	6.91109669046074
39	6.510583707504811
40	6.7888254731150495
41	6.531738730450782
42	6.097560975609756
43	6.083086053412463
44	5.703923508077811
45	5.550208533846647
46	5.921579087756735
47	5.445686443106908
48	5.747711088504578
49	5.072678730347078
50	5.079908675799087
